Aemon Targaryen;per:parents;Maekar
Maekar;per:parents;Aemon Targaryen
Aemon Targaryen;per:parents;Maekar
Aemon Targaryen;per:parents;Maekar
he;per:parents;Randyll
Jon;per:spouse;Jon
Aemon Targaryen;per:parents;Maekar
Aemon Targaryen;per:parents;Maekar
Maekar;per:parents;Aemon Targaryen
Gilly;per:siblings;Jon
Gilly;per:siblings;Gilly
Jon;per:siblings;Jon
Jon;per:siblings;Gilly
Craster;per:spouse;Dolorous Eddard Karstark
Craster;per:spouse;Craster
Craster;per:children;Craster
Dolorous Eddard Karstark;per:spouse;Craster
Craster;per:parents;Dolorous Eddard Karstark
Craster;per:parents;Craster
Dolorous Eddard Karstark;per:children;Gilly
Gilly;per:parents;Craster
Craster;per:children;Gilly
Craster;per:parents;Craster
Willam;per:siblings;Artos Stark
Queen;per:siblings;Queen
Lorent;per:parents;his
his;per:children;his
his;per:parents;Rolly Duckfield
Rolly Duckfield;per:parents;his
his;per:parents;Lorent
Rolly Duckfield;per:parents;Lorent
Lorent;per:parents;Rolly Duckfield
his;per:parents;his
Rhaegar;per:spouse;Rhaegar
his;per:children;his
his;per:children;him
him;per:children;his
Jon Snow;per:children;Jon Arryn
his;per:children;Jon Arryn
Jon Snow;per:parents;his
his;per:children;Jon Snow
Jon Snow;per:children;Jon Snow
Jon Arryn;per:children;Jon Snow
Jon Snow;per:children;his
his;per:children;Azor Ahai
Jon;per:siblings;Jon
Dornishman;per:siblings;Val
his;per:spouse;Jon
Gilly;per:spouse;Jon
Jon;per:spouse;Jon
her;per:spouse;Samwell Tarly
Ygritte;per:spouse;Jon
Jon;per:spouse;Gilly
his;per:spouse;Samwell Tarly
her;per:spouse;Ygritte
her;per:spouse;Jon
Gilly;per:spouse;her
Jon;per:spouse;Ygritte
Jon;per:spouse;Samwell Tarly
Harma;per:siblings;Halleck
Maekar;per:parents;Aemon Targaryen
Aemon Targaryen;per:parents;Maekar
her;per:siblings;Missandei
Missandei;per:siblings;Missandei
Missandei;per:siblings;her
her;per:parents;Skahaz mo Kandaq
Skahaz mo Kandaq;per:children;her
Hazzea;per:parents;Daenerys Targaryen
Skahaz mo Kandaq;per:children;Skahaz mo Kandaq
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
His;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:children;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:children;Merrett
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Walder Frey;per:children;Walder Frey
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:children;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Merrett;per:children;Jammos
Walder Frey;per:children;Jammos
Walder Frey;per:parents;Merrett
Jammos;per:children;Walder Frey
Walder Frey;per:parents;Jammos
Walder Frey;per:children;Merrett
Jammos;per:children;Merrett
Walder Frey;per:children;Walder Frey
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Eddard;per:children;Arya
Arya;per:parents;Eddard
Sansa;per:spouse;Sansa
Arya;per:siblings;his
Arya;per:siblings;Arya
his;per:siblings;Arya
Arya;per:siblings;his
Arya;per:siblings;Arya
his;per:siblings;Arya
Meera;per:siblings;Meera
her;per:siblings;her
Meera;per:siblings;her
her;per:siblings;Meera
her;per:siblings;her
her;per:siblings;her
her;per:siblings;her
Yandry;per:spouse;Greenblood
Yandry;per:spouse;Yandry
Greenblood;per:spouse;Yandry
Aegon Targaryen;per:children;Aegon Targaryen
Aegon Targaryen;per:parents;Aegon Targaryen
Her;per:siblings;Her
Viserys;per:siblings;Viserys
Viserys;per:siblings;Her
Her;per:siblings;Viserys
Her;per:siblings;Her
Viserys;per:siblings;Viserys
Viserys;per:siblings;Her
Her;per:siblings;Viserys
Viserys;per:siblings;Her
Her;per:siblings;Viserys
Prince Rhaegar;per:siblings;Prince Rhaegar
Rhaegar;per:siblings;Prince Rhaegar
Prince Rhaegar;per:siblings;Rhaegar
Rhaegar;per:siblings;Rhaegar
Massey;per:siblings;Robert
Robert;per:siblings;Massey
Aegon Targaryen;per:parents;Jon Connington
Jon Connington;per:parents;Aegon Targaryen
Robert;per:siblings;Stannis Baratheon
Ser Davos;per:parents;Tommen Baratheon
Tommen Baratheon;per:parents;Ser Davos
Ser Wylis;per:parents;Wyman
Leona;per:children;Ser Wylis
Wyman;per:children;Ser Wylis
Walder Frey;per:parents;Walder Frey
his;per:children;Walder Frey
his;per:parents;Walder Frey
Walder Frey;per:children;Walder Frey
Walder Frey;per:spouse;his
Walder Frey;per:spouse;Walder Frey
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Hornwood;per:spouse;he
he;per:spouse;Hornwood
Karstark;per:children;Karstark
Euron;per:siblings;his
Euron;per:siblings;Euron Greyjoy
his;per:siblings;Euron
Harma;per:siblings;Halleck
Magnar;per:children;Sigorn
Sigorn;per:parents;Magnar
Magnar;per:children;Magnar
Aegon Targaryen;per:siblings;Rhaegar
her;per:siblings;Rhaegar
Mace Tyrell;per:siblings;Mace Tyrell
Mace Tyrell;per:siblings;Rhaegar
Rhaegar;per:siblings;Mace Tyrell
Rhaegar;per:children;Aegon Targaryen
her;per:siblings;Mace Tyrell
Rhaegar;per:siblings;Aegon Targaryen
Mace Tyrell;per:siblings;her
Rhaegar;per:siblings;her
Rhaegar;per:siblings;Rhaegar
her;per:siblings;Rhaegar
Rhaegar;per:siblings;her
her;per:siblings;Rhaegar
his;per:siblings;Rhaegar
her;per:siblings;her
Rhaegar;per:siblings;his
Rhaegar;per:siblings;her
Rhaegar;per:siblings;Rhaegar
Aegon Targaryen;per:children;Aegon Targaryen
Aegon Targaryen;per:parents;Aegon Targaryen
Jon Connington;per:siblings;Jon Connington
Rhaegar;per:siblings;Rhaegar
Prince Aegon;per:parents;Elia
Elia;per:children;Prince Aegon
Galbart;per:siblings;Galbart Glover
Galbart Glover;per:siblings;Galbart
Galbart;per:siblings;his
Galbart;per:siblings;Robett Glover
Robett Glover;per:siblings;Galbart
Galbart;per:siblings;Galbart
his;per:siblings;Galbart
Lady Sybelle;per:parents;Lady Sybelle
Lady Sybelle;per:children;Lady Sybelle
Lady Sybelle;per:children;Lady Sybelle
Asha Greyjoy;per:children;Asha Greyjoy
Asha Greyjoy;per:children;Balon
Balon;per:parents;Asha Greyjoy
Asha Greyjoy;per:parents;Balon
Balon;per:children;Asha Greyjoy
Balon;per:parents;Balon
Hagen;per:children;Tristifer Botley Botley
Hagen;per:children;Six - Toed Harl
Six - Toed Harl;per:children;Hagen
Hagen;per:parents;Hagen
Hagen;per:children;Hagen
Hagen;per:children;Hagen
Asha Greyjoy;per:children;Hagen
Hagen;per:parents;Hagen
Hagen;per:children;Hagen
Hagen;per:children;Asha Greyjoy
Hagen;per:parents;Hagen
Hagen;per:children;Hagen
Hagen;per:children;Hagen
Hagen;per:children;her
her;per:children;Hagen
Hagen;per:children;Hagen
Hagen;per:children;Hagen
Jon;per:siblings;Jon
Arya Stark;per:spouse;He
He;per:spouse;Arya Stark
Jon Snow;per:siblings;Jon Snow
Mance Rayder;per:siblings;Val
Mance Rayder;per:siblings;Val
Stannis;per:children;his
his;per:children;his
Aemon Aemon Targaryen;per:siblings;Wynafryd
his;per:spouse;his
Wendel;per:children;Wendel
Walder;per:children;Wendel
Davos;per:children;Wendel
Jon Stark;per:children;Wendel
Wyman Manderly;per:children;Wendel
Robb Stark;per:children;Wendel
her;per:siblings;Rhaegar
Rhaegar;per:siblings;her
Shireen;per:parents;Selyse
Jon Snow;per:parents;Stannis
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:parents;Ramsay
Walder Frey;per:parents;Merrett
Ramsay;per:parents;Walder Frey
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Ramsay;per:children;Merrett
Ramsay;per:children;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Merrett;per:children;Ramsay
Walder Frey;per:children;Walder Frey
Ramsay;per:parents;Merrett
Merrett;per:parents;Merrett
Walder Frey;per:parents;Ramsay
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Walder Frey;per:children;Walder Frey
Merrett;per:parents;Merrett
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Walder Frey
Walder Frey;per:children;Jammos
Jammos;per:children;Walder Frey
Walder Frey;per:parents;Jammos
Walder Frey;per:children;Merrett
Ramsay;per:parents;Jammos
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Rickard;per:siblings;Roose
Lady Dustin;per:siblings;Roger
Rodrik Ryswell;per:siblings;Rickard
Rodrik Ryswell;per:siblings;Roger
Roose;per:siblings;Rickard
Rodrik Ryswell;per:siblings;Lady Dustin
Roose;per:siblings;Roger
Roger;per:siblings;Rickard
Roger;per:siblings;Roose
Rickard;per:siblings;Roger
Rickard;per:siblings;Lady Dustin
Rickard;per:siblings;Rodrik Ryswell
Roose;per:siblings;Rodrik Ryswell
Roger;per:siblings;Rodrik Ryswell
Lady Dustin;per:siblings;Rickard
Rodrik Ryswell;per:siblings;Roose
Lady Dustin;per:siblings;Roose
Roose;per:siblings;Lady Dustin
Lady Dustin;per:siblings;Rodrik Ryswell
Roger;per:siblings;Lady Dustin
her;per:siblings;her
her;per:siblings;Rickard
Rickard;per:siblings;her
her;per:siblings;her
his;per:siblings;his
His;per:parents;him
His;per:siblings;Cersei
Cersei;per:siblings;His
His;per:children;His
His;per:parents;His
his;per:siblings;Robb
Robb;per:siblings;Robb
her;per:siblings;his
his;per:siblings;her
her;per:siblings;Jojen Reed
Jojen Reed;per:siblings;her
his;per:siblings;Jojen Reed
his;per:siblings;his
Jojen Reed;per:siblings;his
his;per:children;his
his;per:parents;his
Jon;per:siblings;Jon
Jon;per:spouse;Jon
her;per:spouse;Jon
Jon;per:spouse;Jon
Emmett;per:spouse;Jon
Jon;per:spouse;Emmett
Arya;per:siblings;Arya
Jon;per:spouse;Jon
Astapori;per:spouse;Astapori
Ondrew Locke;per:parents;Jammos
Merrett;per:parents;Walder Frey
Jammos;per:parents;Walder Frey
Merrett;per:parents;Ondrew Locke
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Jammos
Frey;per:parents;Jammos
Frey;per:parents;Merrett
Ondrew Locke;per:parents;Merrett
Jon Snow;per:spouse;Theon
Theon;per:spouse;Jon Snow
Theon;per:spouse;his
his;per:spouse;Theon
his;per:spouse;Jon Snow
Theon;per:spouse;Theon
Ramsay;per:siblings;Moat Cailin
Moat Cailin;per:siblings;Ramsay
Ser Aenys;per:parents;Walder Frey
Walda Frey;per:parents;Merrett
Frey;per:children;Merrett
Merrett;per:parents;Walda Frey
His;per:children;Freys
His;per:children;his
His;per:children;His
his;per:children;His
his;per:children;Freys
his;per:children;Barbrey Dustin
Barbrey Dustin;per:children;His
Barbrey Dustin;per:children;his
Freys;per:children;his
Freys;per:children;His
Freys;per:children;Barbrey Dustin
His;per:children;Barbrey Dustin
Barbrey Dustin;per:children;Freys
Rivers;per:siblings;Hill
Hightower;per:parents;Walys Flowers
Walys Flowers;per:parents;Walys Flowers
Arianne;per:parents;Ser Balon Swann
Ser Balon Swann;per:children;Arianne
Trystane;per:siblings;his
his;per:siblings;Trystane
Daemon Blackfyre;per:siblings;Daemon Blackfyre
Daeron;per:siblings;Daeron
Daemon Blackfyre;per:siblings;King
Daeron;per:siblings;Daemon Blackfyre
Daemon Blackfyre;per:siblings;Daeron
Daeron;per:siblings;King
King;per:siblings;Daemon Blackfyre
Tyene;per:siblings;Obara
Obara;per:siblings;Tyene
Her;per:siblings;Tyene
Tyene;per:siblings;Her
Gregor Clegane;per:siblings;no Dornishmen
Doran;per:siblings;no Dornishmen
no Dornishmen;per:siblings;Gregor Clegane
Hotah;per:siblings;no Dornishmen
no Dornishmen;per:siblings;Hotah
Doran;per:siblings;Hotah
Hotah;per:siblings;Doran
no Dornishmen;per:siblings;Doran
Ygritte;per:spouse;Jon Snow
Jon;per:spouse;Jon
Jon Snow;per:spouse;Ygritte
Mance Rayder;per:spouse;Mance Rayder
Walder Frey;per:parents;Merrett
Frey;per:children;Merrett
Merrett;per:children;Frey
Valiant Eddard Stark;per:siblings;Eddard
his;per:siblings;his
his;per:siblings;his
his;per:siblings;Barrowton
Asha Greyjoy;per:spouse;Ser Justin
Asha Greyjoy;per:spouse;Asha Greyjoy
Theon;per:siblings;Theon
her;per:siblings;Asha Greyjoy
Theon;per:siblings;her
her;per:siblings;Theon
Asha Greyjoy;per:siblings;Theon
Theon;per:siblings;Asha Greyjoy
his;per:siblings;Artos
Donnel Flint;per:siblings;Artos
Donnel Flint;per:siblings;Donnel Flint
Willem Darry;per:siblings;Robert I Baratheon
Prince Doran;per:siblings;Viserys
Arianne;per:children;Arianne
Prince Doran;per:siblings;Dorne
Prince Doran;per:children;Prince Doran
Prince Doran;per:siblings;Robert I Baratheon
Viserys;per:siblings;Robert I Baratheon
Dorne;per:siblings;Viserys
Dorne;per:children;Robert I Baratheon
Prince Doran;per:children;Arianne
Viserys;per:children;Arianne
Arianne;per:parents;Prince Doran
Prince Doran;per:parents;Prince Doran
Dorne;per:children;Arianne
Robert I Baratheon;per:children;Arianne
Arianne;per:children;Prince Doran
Arianne;per:children;Robert I Baratheon
Arianne;per:siblings;Viserys
Robert;per:siblings;Dorne
Quentyn Martell;per:siblings;Dorne
Robert;per:siblings;Quentyn Martell
Robert;per:siblings;Sunspear
Quentyn Martell;per:siblings;Viserys
Robert;per:siblings;Viserys
Viserys;per:siblings;Dorne
Sunspear;per:siblings;Dorne
Sunspear;per:siblings;Viserys
Viserys;per:siblings;Viserys
Viserys;per:siblings;Sunspear
Sunspear;per:siblings;Quentyn Martell
Sunspear;per:siblings;Robert
Dorne;per:siblings;Viserys
Dorne;per:siblings;Robert
Viserys;per:siblings;Robert
Dorne;per:siblings;Sunspear
Quentyn Martell;per:siblings;Robert
Viserys;per:siblings;Quentyn Martell
Quentyn Martell;per:siblings;Sunspear
Robert;per:siblings;Robert
Dorne;per:siblings;Quentyn Martell
Massey;per:spouse;Melisandre
Harrion Karstark;per:siblings;Harrion Karstark
Robb;per:siblings;Lannisters
Lannisters;per:siblings;Robb
Robb;per:siblings;Robb
Harrion Karstark;per:siblings;Harrion Karstark
Cregan;per:siblings;Harrion Karstark
Harrion Karstark;per:siblings;Cregan
Arya Stark;per:parents;Her
Her;per:parents;Her
Her;per:siblings;Arya Stark
Her;per:parents;Her
Her;per:parents;Her
Her;per:parents;Arya Stark
Walder Frey;per:parents;Merrett
his;per:spouse;his
Bracken;per:siblings;Bracken
Eddard;per:parents;Eddard
Ser Lambert;per:siblings;Jon
Melisandre;per:siblings;Jon
Hizdahr;per:siblings;Daario Naharis
Hizdahr;per:siblings;Daenerys Targaryen bloodrider Jhogo
Meereen;per:siblings;Daenerys Targaryen bloodrider Jhogo
Daenerys Targaryen bloodrider Jhogo;per:siblings;Hizdahr
Hizdahr;per:siblings;Groleo
Meereen;per:siblings;Groleo
Groleo;per:siblings;Hizdahr
Daenerys Targaryen;per:spouse;her
her;per:spouse;her
Daenerys Targaryen;per:spouse;Daenerys Targaryen
her;per:spouse;Daenerys Targaryen
she;per:spouse;she
Hizdahr;per:spouse;she
she;per:spouse;Hizdahr
she;per:spouse;she
her;per:spouse;her
she;per:spouse;her
her;per:spouse;she
her;per:spouse;Hizdahr
she;per:spouse;Hizdahr
Roose Bolton;per:spouse;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:spouse;Roose Bolton
Walda Frey;per:spouse;Roose Bolton
Merrett;per:children;Walda Frey
Roose Bolton;per:spouse;Walda Frey
Roose Bolton;per:parents;Merrett
Walda Frey;per:parents;Merrett
Merrett;per:parents;Walda Frey
Theon;per:parents;Merrett
Theon knew - Walder Frey;per:parents;Jammos
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Rowan
Walder Frey;per:parents;Merrett
Rowan;per:parents;Walder Frey
Rowan;per:children;Merrett
Walder Frey;per:children;Merrett
Merrett;per:children;Merrett
Merrett;per:parents;Rowan
Rowan;per:parents;Rowan
Walder Frey;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Rowan;per:parents;Merrett
Merrett;per:parents;Merrett
Merrett;per:parents;Walder Frey
Merrett;per:children;Walder Frey
Walder Frey;per:parents;Merrett
Walder Frey;per:children;Merrett
Rowan;per:siblings;her
her;per:siblings;her
Rowan;per:siblings;Rowan
her;per:siblings;Rowan
Theon;per:siblings;Robb
Jon Snow;per:spouse;Jon Snow
Rowan;per:spouse;Jon Snow
his;per:parents;him
his;per:parents;his
Her;per:spouse;she
he;per:siblings;she
Qyburn;per:siblings;she
Qyburn;per:siblings;he
Orton Merryweather;per:spouse;Taena
Kingsguard;per:siblings;Joffrey
his;per:siblings;Stannis
Stannis;per:siblings;Stannis
Stannis;per:siblings;his
Blackwood;per:children;Riverrun
Ser Kevan Lannister;per:children;Riverrun
Blackwood;per:parents;Raventree
Blackwood;per:parents;Ser Kevan Lannister
Raventree;per:parents;Blackwood
Raventree;per:parents;Ser Kevan Lannister
Riverrun;per:children;Ser Kevan Lannister
his;per:children;his
Jaehaerys;per:children;Jaehaerys
Jaehaerys;per:children;Jaehaerys
Aerys;per:parents;Jaehaerys
Jaehaerys;per:children;Aerys
Aerys;per:children;Jaehaerys
Jaehaerys;per:children;Jaehaerys
his;per:siblings;Victarion
Victarion;per:siblings;his
his;per:siblings;Euron Greyjoy
Victarion;per:siblings;Euron Greyjoy
Aeron;per:siblings;Longwater Pyke
Longwater Pyke;per:siblings;Aeron
Euron;per:siblings;His
Euron;per:siblings;Euron
His;per:siblings;Euron
his;per:siblings;Ghazdor
Ghazdor;per:siblings;Ghazdor
Shagga;per:parents;Dolf
Dolf;per:children;Shagga
Gerrick;per:parents;Gerrick
Gerrick;per:children;Gerrick
his;per:children;Toregg
Toregg;per:parents;his
Connington;per:parents;Connington
his;per:children;his
his;per:parents;his
Griffin;per:children;Ronnet
Raymund;per:siblings;Ronald Storm
Alynne;per:siblings;his
Alynne;per:siblings;Raymund
Ronnet;per:siblings;Alynne
Ronald Storm;per:siblings;Ronnet
Alynne;per:siblings;Ronald Storm
Raymund;per:siblings;Ronnet
his;per:siblings;Ronald Storm
Raymund;per:siblings;his
Ronald Storm;per:siblings;Raymund
Ronnet;per:siblings;his
his;per:siblings;Raymund
Ronnet;per:siblings;Ronald Storm
his;per:siblings;Alynne
Ronald Storm;per:siblings;Alynne
Ronald Storm;per:siblings;his
Alynne;per:siblings;Ronnet
Robert Baratheon;per:siblings;Renly
Renly;per:siblings;Robert Baratheon
Elia;per:parents;Elia
his;per:children;Arthor
Arthor;per:parents;his
Aeron;per:siblings;Daenerys Targaryen
Daenerys Targaryen;per:siblings;Aeron
his;per:siblings;Aeron
Moqorro;per:siblings;Aeron
Aeron;per:siblings;his
his;per:siblings;Aeron
Aeron;per:siblings;his
his;per:siblings;Aeron
Aeron;per:siblings;his
his;per:siblings;Aeron
Aeron;per:siblings;his
Moqorro;per:siblings;his
his;per:siblings;Aeron
Moqorro;per:siblings;Yaros
Aeron;per:siblings;Aeron
Yaros;per:siblings;his
Aeron;per:siblings;his
his;per:siblings;Moqorro
Aeron;per:siblings;Moqorro
his;per:siblings;Yaros
Moqorro;per:siblings;Aeron
Yaros;per:siblings;Moqorro
Aeron;per:siblings;Yaros
his;per:siblings;his
Yaros;per:siblings;Aeron
Balon;per:siblings;Balon
Talea;per:parents;Brusco
Brusco;per:parents;Brusco
Brusco;per:children;Talea
Arya Stark;per:children;Talea
Talea;per:children;Talea
Talea;per:parents;Brusco
Brusco;per:children;Talea
Talea;per:parents;Brusco
Brusco;per:children;Talea
Cersei;per:siblings;Jaime
Jaime;per:siblings;Cersei
Tommen;per:spouse;His
Joffrey;per:siblings;Tyrion
Brown Edmund Blackwood;per:siblings;his
Brown Edmund Blackwood;per:siblings;Brown Edmund Blackwood
his;per:siblings;Brown Edmund Blackwood
Beron;per:children;Rodrik Stark
Rodrik Stark;per:parents;Beron
her;per:siblings;Oppo
Oppo;per:siblings;her
Oppo;per:siblings;Oppo
Walter Whent;per:siblings;Ser Oswell Whent
Ser Oswell Whent;per:siblings;Walter Whent
Whent;per:parents;King Aerys
Doran Martell;per:spouse;Doran Martell Norvoshi
Doran Martell;per:spouse;Doran Martell
his;per:spouse;Doran Martell
Doran Martell Norvoshi;per:spouse;his
Doran Martell Norvoshi;per:spouse;Doran Martell
Doran Martell;per:spouse;his
Ygon Oldfather;per:spouse;Howd Wanderer
Howd Wanderer;per:spouse;Ygon Oldfather
his;per:children;Rhaego
Rhaego;per:parents;his
his;per:spouse;his
his;per:children;his
Osfryd;per:siblings;Ser Kevan
Ser Kevan;per:siblings;Osfryd
Tommen;per:siblings;Kevan
Kevan Lannister;per:spouse;Kevan Lannister
